Bereich;Schlüssel;Untergruppe;Name;Bezeichnung;Beschreibung;Deploy6 (<Alle>);Test6 (<Alle>);Identisch
vertrieb;prov_textvariablen;Vertrieb - Provision;PROV_TEXTVARIABLEN;Variablen für Platzhalter in Namen und Text;"Hier können Sie die Variablen-Namen auf Ihre Hauptsprache anpassen. Ändern Sie dazu bitte <b>nur</b> den vorletzten Eintrag. Die Einträge sind durch ein Leerzeichen getrennt.<br>Falls Sie neue Zeilen ergänzen, dann müssen alle Elemente korrekt definiert sein.<br> 
Beispiel:<br>
PROV STR VERTRETERPROVISION $PROVISIONNR$ Nummer der Provision<br>
Erklärung:<br>
<ul><li>PROV=Vertreterprovision, BELEG=Beleg, BPOS=Belegpos, ART=Artikel</li>
<li>STR=String-Typ, DATE=Datum-Typ, SHORT=Short-Typ, DOUBLE=Double-Typ</li>
<li>xxx DB-Feldname(n) mit Semicolon getrennt</li>
<li><b>$yyy$ Variablenname in der Hauptsprache des Anwenders</b></ul>
";"PROV STR VERTRETERPROVISION $PROVISIONSNR$,PROV STR BELEGNUMMER $BELEGNR$,BPOS STR USERPOS $POSITION$,BELEG STR AUFTRAGSART $ART$,BPOS STR ARTIKEL $ARTIKEL$,BPOS STR NAME;NAMEINTERN $NAME$,PROV DATE WERTSTELLUNGSDATUM $DATUM$";"PROV STR VERTRETERPROVISION $PROVISIONSNR$,PROV STR BELEGNUMMER $BELEGNR$,BPOS STR USERPOS $POSITION$,BELEG STR AUFTRAGSART $ART$,BPOS STR ARTIKEL $ARTIKEL$,BPOS STR NAME;NAMEINTERN $NAME$,PROV DATE WERTSTELLUNGSDATUM $DATUM$";true 2
vertrieb;provbasis_abschlag;Vertrieb - Provision;PROVBASIS_ABSCHLAG;Abschlag auch auf Zahlbetrag anwenden;"Dieser Schalter steht im engen Zusammenhang mit dem zuvor genannten. Er steuert, ob im Zuge der Übernahme des Zahlbetrags aus einer Fibu trotzdem noch einmal der definierte Abschlag erfolgt. Dies kann sinnvoll sein, wenn der Abschlag z. B. für Bonusregelungen ausgelegt ist, ein Skontoabzug ist ja im Zahlbetrag bereits vorhanden.
";false;false;true 2
vertrieb;provbasis_report;Vertrieb - Provision;PROVBASIS_REPORT;Provisionsgutschrifts-Druckbeleg;Sofern im Zuge der Abrechnung und Erstellung von Provisionsgutschriften Freigabe und Druck automatisiert erfolgen, ist hier einzustellen, mit welchem Report die Ausgabe der Gutschriften erfolgen soll.;liefrechnungliefrechnung;liefrechnungliefrechnung;true 2
vertrieb;provbasis_zahlbetrag;Vertrieb - Provision;PROVBASIS_ZAHLBETRAG;Provisionsbasis durch Zahlbetrag überschreiben;"Sofern der Zeitpunkt für eine Provisionsabrechnung auf der Zahlung durch den Kunden basiert und die Meldung der „Auszifferung“ durch die Fibu erfolgt, kann hier festgelegt werden, dass der tatsächlich gezahlte Betrag als Provisionsbasis übernommen wird (bisherige Provisionsbasis wird überschrieben, falls die Provision nicht auf einem Fixbetrag oder Deckungsbeitrag, sondern Umsatz-Prozentsatz basiert).
";false;false;true 2
vertrieb;provkopf;Vertrieb - Provision;PROVKOPF;Relevante Felder für Konditionsneuermittlung (Kopf);"Hier können die Felder eingetragen werden, deren Änderung im Beleg-Kopf eine Neuermittlung der Vertreterkondition für alle Positionen zur Folge haben sollen. Die Felder VERTRETER und VERTRETER2 sind bereits berücksichtigt.<br>Es besteht die Möglichkeit ein Steuerzeichen ""-"" voranzustellen, damit eine Neuermittlung nur durchgeführt wird, wenn das Feld sich tatsächlich geändert hat und nicht mit dem selben Wert überschrieben wurde.";AUFTRAGSART;AUFTRAGSART;true 2
vertrieb;provpos;Vertrieb - Provision;PROVPOS;Relevante Felder für Konditionsneuermittlung (Pos);"Hier können die Felder eingetragen werden, deren Änderung in der Beleg-Position eine Neuermittlung der Vertreterkondition für diese Position zur Folge haben sollen. Preisrelevante Felder sind bereits berücksichtigt.<br>Es besteht die Möglichkeit ein Steuerzeichen ""-"" voranzustellen, damit eine Neuermittlung nur durchgeführt wird, wenn das Feld sich tatsächlich geändert hat und nicht mit dem selben Wert überschrieben wurde.";;;true 2
vertrieb;pruefe_bestaetigen;Vertrieb - Kreditlimitprüfung;PRUEFE_BESTAETIGEN;Prüft das Kreditlimit bei Bestätigung des Auftrags;Prüfe bei Auftragsbestätigung;false;false;true 2
vertrieb;pruefe_dispo;Vertrieb - Kreditlimitprüfung;PRUEFE_DISPO;Prüft das Kreditlimit bei Disposition des Auftrags;Prüfe bei Auftragsdisposition;false;false;true 2
vertrieb;pruefe_freigabe;Vertrieb - Kreditlimitprüfung;PRUEFE_FREIGABE;Prüft das Kreditlimit bei Freigabe des Auftrags;Prüfe bei Auftragsfreigabe;true;true;true 2
vertrieb;pruefe_rechnung_freigabe;Vertrieb - Kreditlimitprüfung;PRUEFE_RECHNUNG_FREIGABE;Prüft das Kreditlimit bei Freigabe der Rechnung;Prüfe bei Rechnungsfreigabe;true;true;true 2
vertrieb;pruefe_warenausgang_drucken;Vertrieb - Kreditlimitprüfung;PRUEFE_WARENAUSGANG_DRUCKEN;Prüft das Kreditlimit bei Druck des Lieferscheins;Prüfe bei Lieferscheindruck;false;false;true 2
vertrieb;pruefe_warenausgang_entnehmen;Vertrieb - Kreditlimitprüfung;PRUEFE_WARENAUSGANG_ENTNEHMEN;Prüft das Kreditlimit bei Entnahme des Lieferscheins;Prüfe bei Lieferscheinentnahme;false;false;true 2
vertrieb;rechnung_checkmarge;Vertrieb - Preisfindung;RECHNUNG_CHECKMARGE;Margenkontrolle in der Rechnung;Bei Freigabe einer Rechnung findet eine Margenkontrolle statt. Dabei findet je Position ein Vergleich zwischen Mindestmarge der Artikelgruppe und aus Selbstkosten und Verkaufspreis ermittelter Marge statt.;false;false;true 2
vertrieb;rechnungcheckentnahme;Vertrieb - Lagerbuchung;RECHNUNGCHECKENTNAHME;Prüfung der Lagerentnahme;"Wenn dieser Kenner gesetzt ist, dann wird beim Stellen einer Rechnung mit der Auftragsart ""VK-Konsignationsauftrag"" oder ""Musterlieferung"" geprüft, ob alle Positionen mit bestandsgeführten Artikeln entnommen wurden. Falls nicht alle Positionen gebucht wurden, dann erscheint eine Fehlermeldung und der Rechnungsstatus wird nicht erhöht.";false;false;true 2
vertrieb;rechnungentnahmeohnewa;Vertrieb - Lagerbuchung;RECHNUNGENTNAHMEOHNEWA;automatische Lagerentnahme für Rechnung ohne Auftrag;"Wenn dieser Kenner gesetzt ist, dann wird auch beim Stellen einer Rechnung (nicht VK-Konsi oder Muster) ohne Auftrag und ohne WA die Lagerentnahme durchgeführt. Wenn der vorstehende Kenner ""Prüfung der Lagerentnahme"" gesetzt ist, dann wird anschließend die oben beschriebene Prüfung gemacht und gegebenenfalls das Stellen der Rechnung abgebrochen.";false;false;true 2
vertrieb;rechnunglagerentnahme;Vertrieb - Lagerbuchung;RECHNUNGLAGERENTNAHME;automatische Lagerentnahme;"Wenn dieser Kenner gesetzt ist, dann wird beim Stellen einer Rechnung mit der Auftragsart ""VK-Konsignationsauftrag"" oder ""Musterlieferung"" die Lagerentnahme automatisch durchgeführt.<br>Ansonsten muss diese manuell mit der entsprechenden Schaltfläche ausgeführt werden.";false;false;true 2
vertrieb;rechnungposextern;Vertrieb - Hierarchisches Leistungsverzeichnis;RECHNUNGPOSEXTERN;Rechnung;Positionen in Rechnungen können hierarchisch gegliedert werden.;true;true;true 2
vertrieb;regleichgu;Vertrieb - Preisfindung;REGLEICHGU;Nummer der Gutschrift wird aus Rechnungsnummer gebildet.;Die Nummer der Gutschrift ist gleich der zugehörigen Rechnungsnummer und wird um einen definierten Präfix ergänzt.;false;false;true 2
vertrieb;renumberwhendeleted;Vertrieb - Hierarchisches Leistungsverzeichnis;RENUMBERWHENDELETED;Nach Löschen einer Position Beleg neu nummerieren;Nach dem Löschen einer Position wird der Beleg neu nummeriert. Als Startposition und Schrittweite gelten die Einträge in den Feldern <em>FIRSTPOS</em> und <em>POSSTEP</em>. Der Kenner wird jedoch ignoriert, wenn im jeweiligen Beleg ein hierarchisches Leistungsverzeichnis vorhanden ist.;false;false;true 2
vertrieb;replaceblank;Vertrieb - Allgemeines;REPLACEBLANK;In Belegpositions-Ansichten: Leere Artikelnummer und leeren Artikelnamen ersetzen.;Ist dieser Kenner gesetzt, werden:</p><ul><li>in Ansichten, die die kundenspezifische Daten <i>Artikelnummer u. -benennung</i> der Belegpositionen anzeigen sollen, leere kundenspezifische Daten mit den internen Daten (ArtikelNr. u benennung) der Belegpositionen ersetzt.</li><li>in Ansichten, die die internen Artikelbenennungen der Belegpositionen anzeigen sollen, leere interne Artikelbenennungen mit den kundenspezifischen Benennungen der Belegpositionen ersetzt.</li></ul><p>Ist dieser Kenner nicht gesetzt, werden Artikelnummern und Artikelbezeichnungen so angezeigt, wie diese in den Positionen gespeichert sind.;false;false;true 2
vertrieb;replacecopyfields;Vertrieb - Angebote;REPLACECOPYFIELDS;Bei Angebotsersetzung Felder des Angebotskopfes übernehmen;Ist dieser Kenner gesetzt, werden beim Ersetzen eines Angebots alle Felder, mit Ausnahme der Preisfelder, aus dem zu ersetzenden Angebot in das neue Angebot übernommen.;true;true;true 2
vertrieb;report_showuntildays;Vertrieb - Auftrag;REPORT_SHOWUNTILDAYS;Anzahl Tage in die Vergangenheit für Statistiken;"Es werden in der Statistik nicht alle in der Vergangenheit liegenden Positionen, sondern nur die Positionen mit Lieferdatum größer dieses berechneten Datums dargestellt.
Die Default-Einstellung liegt bei 365 Tagen, die vom aktuellen Datum abgezogen werden.";365;365;true 2
vertrieb;repraefixlength;Vertrieb - Preisfindung;REPRAEFIXLENGTH;Länge des Rechnungspräfix;In diesem Feld wird die Anzahl der Zeichen für den Rechnungspräfix eingetragen.;1;1;true 2
vertrieb;ret_deprecaitionprocent;Vertrieb - Rücksendung;RET_DEPRECAITIONPROCENT;Abwertungssatz für Rücksendungen in %;"Ist der Kenner ""Rücksendungen abwerten"" gesetzt, wird der hier eingegebene Abwertungssatz automatisch in Rücksendungspositionen übernommen.";0;0;true 2
vertrieb;route_useendofmandant;Vertrieb - Routenplanung;ROUTE_USEENDOFMANDANT;Adresse des aktiven Mandanten als Ziel-Adresse für Mappoint-Routenplanung verwenden;Durch diesen Kenner wird die Adresse des aktiven Mandanten als Ziel-Adresse  für die Mappoint-Routenplanung verwendet.;true;true;true 2
vertrieb;route_usestartofmandant;Vertrieb - Routenplanung;ROUTE_USESTARTOFMANDANT;Adresse des aktiven Mandanten als Start-Adresse für Mappoint-Routenplanung verwenden;Durch diesen Kenner wird die Adresse des aktiven Mandanten als Start-Adresse für die Mappoint-Routenplanung verwendet.;true;true;true 2
vertrieb;route_withptv;Vertrieb - Routenplanung;ROUTE_WITHPTV;Routenplanung mit PTV durchführen;Wenn dieser Kenner aktiviert ist, dann wird die Berechnung der Route im Warenausgang durch den Service von PTV durchgeführt (Default ist Berechnung durch Microsoft Mappoint).;false;false;true 2
vertrieb;rueckmeldungeinlesen;Vertrieb - SendIT Einstellung;RUECKMELDUNGEINLESEN;Rückmeldungen einlesen;Wenn dieser Kenner gesetzt ist, dann werden die Rückmeldungen aus der ISendIT-Schnittstelle eingelesen und in der Datenbank gespeichert.;false;false;true 2
vertrieb;sammelrechnung;Vertrieb - Allgemeines;SAMMELRECHNUNG;Sammelrechnungen zulassen;Ist dieser Kenner gesetzt, sind Sammelaufträge, Sammelrechnungen und Sammellieferscheine grundsätzlich zugelassen. <p>Ist zusätzlich für einen Kunden auf der Bildschirmseite <i>Adressen (Stammdaten)</i> das Kontrollkästchen <i>Sammelrechnung</i> markiert, können für diesen Kunden:</p><ul><li>mehrere Angebote zu einem Auftrag,</li><li>mehrere Aufträge zu einem Lieferschein,</li><li>mehrere Lieferscheine zu einem Lieferschein,</li><li>mehrere Rechnungen zu einer Rechnung</li></ul><p>zusammengefasst werden.</p><br>Ist dieser Kenner <b>nicht</b> gesetzt, ist obiges nicht möglich. Die Einstellung des Kenners <i>Sammelrechnung</i> in den Adress-Stammdaten ist dann irrelevant.;true;true;true 2
vertrieb;senditwebservice;Vertrieb - SendIT Einstellung;SENDITWEBSERVICE;SendIT Webservice Url;;;;true 2
vertrieb;showgnumber;Vertrieb - Preisfindung;SHOWGNUMBER;Gutschriftsnummer anzeigen;Ist dieser Kenner gesetzt, kann beim Anlegen einer Gutschrift die Nummer manuell vergeben werden.;false;false;true 2
vertrieb;simulation_manuell;Vertrieb - Simulation;SIMULATION_MANUELL;Manuelle Beeinflussung der Simulation zulassen;Wenn dieser Kenner gesetzt wird, können die hier hinterlegten Angaben bei der Simulation eines Angebots oder Auftrags in einem Dialog manuell übersteuert werden.;false;false;true 2
vertrieb;simulation_start;Vertrieb - Simulation;SIMULATION_START;Startzeitpunkt für Simulation;Bei einer Vorwärtsterminierung wird als Startzeitpunkt für die Simulation eines Angebots oder Auftrags die aktuelle Zeit plus die hier angegebene Anzahl an Stunden verwendet.;0;0;true 2
vertrieb;simulation_terminierungsart;Vertrieb - Simulation;SIMULATION_TERMINIERUNGSART;Terminierungsart;Terminierungsart bei der Simulation eines Angebots oder Auftrags. Falls <i>Rückwärtsterminierung</i> ausgewählt wird, kann die Simulation nur durchgeführt werden, wenn im Angebot oder im Auftrag ein Wunschtermin bzw. Versandtermin gesetzt ist.;0;0;true 2
vertrieb;sonderartikel;Vertrieb - Preisfindung;SONDERARTIKEL;Artikel-Nr. für Paketsonderpreis;Artikelnummer des Artikels, der in der Position als Sonderpreisposition angezeigt wird. Die Position wird erzeugt, wenn ein Paketsonderpreis vergeben wird.;paket;paket;true 2
vertrieb;srechnungformat;Vertrieb - Drucken;SRECHNUNGFORMAT;Druckformat für Schlussrechnungen;Ist dieser Kenner gesetzt, werden Schlussrechnungen nach § 14 Abs. 5 (UStG) formatiert.;true;true;true 2
vertrieb;statop;Vertrieb - Anzahlungen;STATOP;Statistische Offene Posten;Ist dieser Kenner gesetzt, gelten Anzahlungsrechnungen als Zahlungsaufforderungen und werden beim Erstellen einer Schlussrechnung nur dann in Abzug gebracht, wenn die Zahlung bereits eingegangen ist.<br><b>Hinweis:</b> Diese Funktionalität steht zur Zeit nur bei Einsatz des Rechnungswesen <i>CSS eGecko</i> und <i>Varial World Edition</i> ab Version 1.4 zur Verfügung.<br> Alternativ können für die Verwendung in VOB Rechnungen unter Verwendung dieses Kenners manuelle Zahlungseingänge gebucht werden.<br> Wird <i>CSS eGecko</i> eingesetzt, ist der Schalter zwingend zu aktivieren. Ein gleichzeitiges Setzen des Kenners <i>Anzahlungen anteilsmäßig in Abzug bringen: (CONSIDERADVANCE)</i> ist dabei <b>nicht</b> möglich.;false;false;true 2
vertrieb;status_angebot;Vertrieb - Status;STATUS_ANGEBOT;Angebot;Statusebenen von Angeboten.;in Arbeit,bereit zur Freigabe,freigegeben,Auftrag,verloren,Muster,Ersetzt;in Arbeit,bereit zur Freigabe,freigegeben,Auftrag,verloren,Muster,Ersetzt;true 2
vertrieb;status_auftrag;Vertrieb - Status;STATUS_AUFTRAG;Auftrag;Statusebenen von Aufträgen.;angelegt,bereit zur Freigabe,freigegeben,disponiert,bestätigt,geliefert,fakturiert,storniert,abgeschlossen;angelegt,bereit zur Freigabe,freigegeben,disponiert,bestätigt,geliefert,fakturiert,storniert,abgeschlossen;true 2
vertrieb;status_bonus;Vertrieb - Status;STATUS_BONUS;Bonus;Statusebenen von Bonusvereinbarungen;angelegt,freigegeben,abgeschlossen,storniert;angelegt,freigegeben,abgeschlossen,storniert;true 2
vertrieb;status_miete;Vertrieb - Status;STATUS_MIETE;Mietvertrag;Statusebenen von Mietverträgen;angelegt,bestätigt,laufend,auslaufend,vereinnahmt,beendet;angelegt,bestätigt,laufend,auslaufend,vereinnahmt,beendet;true 2
vertrieb;status_rahmenvertrag;Vertrieb - Status;STATUS_RAHMENVERTRAG;Rahmenvertrag;Statusebenen von Rahmenverträgen.;angelegt,bereit zur Freigabe,freigegeben,bestätigt,beendet,storniert;angelegt,bereit zur Freigabe,freigegeben,bestätigt,beendet,storniert;true 2
vertrieb;status_rahmenvertragpos;Vertrieb - Status;STATUS_RAHMENVERTRAGPOS;Rahmenvertrag-Position;Statusebenen von Rahmenvertragspositionen.;angelegt,in Auftrag,beauftragt,bestätigt,geliefert,fakturiert,FZ-Korrektur;angelegt,in Auftrag,beauftragt,bestätigt,geliefert,fakturiert,FZ-Korrektur;true 2
vertrieb;status_rechnung;Vertrieb - Status;STATUS_RECHNUNG;Rechnung;Statusebenen von Rechnungen.;angelegt,bereit zur Freigabe,freigegeben,gestellt,gebucht,storniert;angelegt,bereit zur Freigabe,freigegeben,gestellt,gebucht,storniert;true 2
vertrieb;status_ruecksendung;Vertrieb - Status;STATUS_RUECKSENDUNG;Rücksendung;Statusebenen von Rücksendungen.;angelegt,freigegeben,gebucht,erledigt;angelegt,freigegeben,gebucht,erledigt;true 2
vertrieb;status_wartung;Vertrieb - Status;STATUS_WARTUNG;Wartungsvertrag;Statusebenen von Wartungsverträgen;angelegt,freigegeben,beendet;angelegt,freigegeben,beendet;true 2
vertrieb;stdtxt_auftrag;Vertrieb - Seitenwechsel nach Anlegen;STDTXT_AUFTRAG;Standardtexte in Angebot/Auftrag übernehmen;Ist folgender Kenner gesetzt, übernimmt APplus die Konditionen (Lieferbedingungen und Zahlungsbedingung) aus dem zugrundeliegenden Angebot in folgende Angebote/den Auftrag. Sind im Angebot keine Konditionen hinterlegt, werden die Konditionen aus dem Firmenstamm verwendet. Ist der Kenner <b>nicht</b> gesetzt, werden die Konditionen des zugrundeliegenden Angebotes nur dann verwendet, wenn im Firmenstamm keine Konditionen hinterlegt sind.;true;true;true 2
vertrieb;stdtxt_gutschrift;Vertrieb - Seitenwechsel nach Anlegen;STDTXT_GUTSCHRIFT;Konditionen in Gutschrift übernehmen;Ist folgender Kenner gesetzt, übernimmt APplus die Konditionen (Lieferbedingungen und Zahlungsbedingung) aus der zugrundeliegenden Rücksendung in die Gutschrift. Sind in der Rücksendung keine Konditionen hinterlegt, werden die Konditionen aus dem Firmenstamm verwendet.</span><br>          Ist der Kenner <b>nicht</b> gesetzt, werden die Konditionen der zugrundeliegenden Rücksendung nur dann verwendet, wenn im Firmenstamm keine Konditionen hinterlegt sind.;true;true;true 2
vertrieb;stdtxt_rechnung;Vertrieb - Seitenwechsel nach Anlegen;STDTXT_RECHNUNG;Standardtexte in Rechnung übernehmen;Ist folgender Kenner gesetzt, übernimmt APplus die Konditionen (Lieferbedingungen und Zahlungsbedingung) aus dem zugrundeliegenden (Service-)Auftrag oder dem zugrundeliegenden Warenausgang/Lieferschein in die Rechnung. Sind im zugrundeliegenden Beleg ((Service-)Auftrag bzw. Warenausgang/Lieferschein) keine Konditionen hinterlegt, werden die Konditionen aus dem Firmenstamm verwendet. Ist der Kenner <b>nicht</b> gesetzt, werden die Konditionen des zugrundeliegenden Beleges nur dann verwendet, wenn im Firmenstamm keine Konditionen hinterlegt sind.;true;true;true 2
vertrieb;stdtxt_ruecksendung;Vertrieb - Seitenwechsel nach Anlegen;STDTXT_RUECKSENDUNG;Standardtexte in Ruecksendung übernehmen;Ist folgender Kenner gesetzt, übernimmt APplus die Konditionen (Lieferbedingungen und Zahlungsbedingung) aus dem zugrundeliegenden Auftrag oder Warenausgang in die Rücksendung. Sind im Warenausgang keine Konditionen hinterlegt, werden die Konditionen aus dem Firmenstamm verwendet.</span><br>          Ist der Kenner <b>nicht</b> gesetzt, werden die Konditionen des zugrundeliegenden Warenausgangs nur dann verwendet, wenn im Firmenstamm keine Konditionen hinterlegt sind.;true;true;true 2
vertrieb;stdtxt_warenausgang;Vertrieb - Seitenwechsel nach Anlegen;STDTXT_WARENAUSGANG;Standardtexte in Lieferschein übernehmen;Ist folgender Kenner gesetzt, übernimmt APplus die Konditionen (Lieferbedingungen und Zahlungsbedingung) aus dem zugrundeliegenden (Service-)Auftrag in den Warenausgang/Lieferschein. Sind im (Service-)Auftrag keine Konditionen  hinterlegt, werden die Konditionen aus dem Firmenstamm verwendet.</span><br> Ist der Kenner <b>nicht</b> gesetzt, werden die Konditionen des zugrundeliegenden (Service-)Auftrages nur dann verwendet, wenn im Firmenstamm keine Konditionen hinterlegt sind.;true;true;true 2
vertrieb;strongcheckanz;Vertrieb - Anzahlungen;STRONGCHECKANZ;Strenge Prüfung bei globalen Anzahlungsrechnungen;Ist dieser Kenner gesetzt, ist es nicht mehr möglich, die Auftragspositionen eines Auftrags, zu dem eine globale Anzahlungsrechnung existiert, zu stornieren und/oder zu löschen.;true;true;true 2
vertrieb;sumartikel;Vertrieb - Drucken;SUMARTIKEL;Artikel Nr. für Zwischensummen;Frei wählbare Artikelnummer des Artikels, der im Artikelstamm angelegt sein muss, um in Vertriebsbelegen Zwischensummen erzeugen zu können.;ZWSUMM;ZWSUMM;true 2
vertrieb;tag;Vertrieb - Auftragseingang;TAG;Veränderungen täglich protokollieren;Wenn dieser Kenner gesetzt ist, dürfen die Kenner VERTRIEB/WOCHE und VERTRIEB/MONAT nicht gesetzt sein.;false;false;true 2
vertrieb;toleranz;Vertrieb - Kreditlimitprüfung;TOLERANZ;Toleranzbetrag;Der angegebene Betrag wird zum Kreditlimit addiert, das Sie auf der Bildschirmseite <i>Firma</i>, Registerkarte <b>Preise</b>, angegeben haben, sofern zur Firma nicht ein eigener Toleranzbetrag erfasst wurde.;100;100;true 2
vertrieb;vertreter_abrechnung;Vertrieb - Provision;VERTRETER_ABRECHNUNG;Abrechnungsarten;Bezeichnungen für die Abrechnungsarten der Vertreter.;Reporting,Gutschrift;Reporting,Gutschrift;true 2
